text_a,text_b,labels
Great pizza and fantastic service .,service,1
Great pizza and fantastic service .,pizza,1
"There was a small wait , but shorter than I expected .",wait,1
Located at the end of a magnificent block .,end,0
Located at the end of a magnificent block .,block,1
This is the best sushi in new york city - hands down .,new,0
This is the best sushi in new york city - hands down .,city,0
This is the best sushi in new york city - hands down .,york,0
This is the best sushi in new york city - hands down .,hands,0
This is the best sushi in new york city - hands down .,sushi,1
The place is small and cramped but the food is fantastic .,place,1
The place is small and cramped but the food is fantastic .,food,1
Get the tuna of gari .,gari,1
Get the tuna of gari .,tuna,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",food,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",hit,0
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",Planet,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",Thailand,1
"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi,1
"With the great variety on the menu , I eat here often and never get bored .",menu,1
"With the great variety on the menu , I eat here often and never get bored .",variety,0
"The atmosphere isn ' t the greatest , but I suppose that ' s how they keep the prices down .",isn,0
"The atmosphere isn ' t the greatest , but I suppose that ' s how they keep the prices down .",atmosphere,1
"The atmosphere isn ' t the greatest , but I suppose that ' s how they keep the prices down .",prices,0
It ' s all about the food ! !,food,1
first it took us a long time to find the place .,place,1
first it took us a long time to find the place .,time,0
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",menu,1
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",section,0
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",t,0
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",appetizer,0
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",lot,0
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",dumplings,0
"but when we looked at the menu , there weren ' t a lot of choices , most of them were dumplings in the appetizer section .",choices,0
"those rolls were big , but not good and sashimi wasn ' t fresh .",rolls,1
"those rolls were big , but not good and sashimi wasn ' t fresh .",sashimi,1
"those rolls were big , but not good and sashimi wasn ' t fresh .",t,0
"those rolls were big , but not good and sashimi wasn ' t fresh .",wasn,0
"they were dry and disgusting , i didn ' t even finish my first piece .",piece,0
"they were dry and disgusting , i didn ' t even finish my first piece .",t,0
"they were dry and disgusting , i didn ' t even finish my first piece .",didn,0
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,ACTUALLY,0
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,name,0
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,s,0
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,Cheers,0
Hurley ' s is like Cheers where everyone knows your name and they are ACTUALLY glad you came .,Hurley,0
"Try the crunchy tuna , it is to die for .",tuna,1
"Try everything for that matter , it is all good .",matter,0
I have been going there since it opened and I can ' t get enough .,t,0
First went here to enjoy their garden terrace .,garden,1
First went here to enjoy their garden terrace .,terrace,1
"The food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",service,1
"The food was amazing , and the service was prompt and helpful , but not over - bearing or rushed .",food,1
"The Steak Tartare is a great bet , they fix it for you at the table .",bet,0
"The Steak Tartare is a great bet , they fix it for you at the table .",table,0
"The Steak Tartare is a great bet , they fix it for you at the table .",Tartare,1
"The Steak Tartare is a great bet , they fix it for you at the table .",Steak,1
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",part,0
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",charm,0
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",nights,0
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",restaurant,1
"Admittedly some nights inside the restaurant were rather warm , but the open kitchen is part of the charm .",kitchen,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",wine,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",champagne,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",Gigondas,1
"Great wine selection , Gigondas is worth the price , and the house champagne is a great value .",house,1
